chunk_id,doc_id,record_id,asin,category,text,n_words,parent_id,parent_text
CHILD_001762,KB_01676,REC_148,B0006TYH2M,Patio_Lawn_and_Garden,"sun. However to avoid syrup spoilage hang the feeder in the shade.2) Comes with a metal hangar or is post mountable.3) Built in ant moat with overflow drain channels, just fill with some water and hang. TIP: Only fill about half way if hanging the feeder. This will keep the water from dripping out the drain ports if you bump the feeder hanging it, like I do!4) Solid one-piece top with raised flowers (no snap on flowers) that divert rainwater away from the six feeding ports so the syrup will not dilute.5) 16-ounce capacity with syrup level scale on the",100,KB_01676,"This feeder is simply the best for all the reasons such as ease of cleaning, durability in construction and overall design.-PROPER CLEANING IS A MUST-The Hummzinger Excel by Aspects Inc. is the easiest to clean feeder that I have ever owned. Unlike the inverted bottle style feeders this feeder has no recessed or unreachable places that will harbor mold and bacteria. This feeder is simply three parts, the red top that is basically flat on the underside, the bowl like basin and a metal hangar. Cleaning is simple and requires only removing the top and flushing the top and basin out with hot water. DO NOT use soap, as hummers can taste the residue! This cleaning should be done every three or four days (more often if in a warmer climate or if mixture becomes cloudy or has black specks). Once a month soak the feeder top and basin in a mixture of 1/4-cup bleach to one gallon of water. Soak for one hour then rinse thoroughly with hot water. Dry and refill.-What to feed? -DO NOT BUY COMMERCIALLY AVAIALBLE NECTAR. It's a complete waste of money and they are NOT PROVEN SAFE for hummingbirds. Hummingbirds only need (from us) the sugar/water mixture that is one part CANE sugar (sucrose) to four parts water. This is a very close reproduction of natural flower nectar. Natural flower nectar is mainly water and natural sugars like sucrose and/or glucose, among some other trace sugars and elements. The other nutrients hummingbirds' need they get from catching small bugs like gnats and spiders. The sugar/water syrup recipe is stamped on the underside of the Hummzinger's lid for reference. Mix well until all the sugar is dissolved then fill your feeder. Commercial mixes contain many unneeded chemicals and red dye that has not been tested for safety in regard to hummingbirds. Don't risk them and save your money!-Is the Hummzinger durable? -Yes, constructed of UV stable polycarbonate and backed with a LIFETIME GAURANTEE the Hummzinger will last a lifetime. The thick plastic components of the Hummzinger are unbreakable and there is NO plastic snap on flowers to worry about. The metal hangar screws into the basin in the middle and is quite strong. No more hanging by wires that can become brittle and break.-What other features does this feeder have? -1) Durable construction of unbreakable UV stable polycarbonate plastics that will not fade in the sun. However to avoid syrup spoilage hang the feeder in the shade.2) Comes with a metal hangar or is post mountable.3) Built in ant moat with overflow drain channels, just fill with some water and hang. TIP: Only fill about half way if hanging the feeder. This will keep the water from dripping out the drain ports if you bump the feeder hanging it, like I do!4) Solid one-piece top with raised flowers (no snap on flowers) that divert rainwater away from the six feeding ports so the syrup will not dilute.5) 16-ounce capacity with syrup level scale on the side of the basin (4, 8, 12 and 16 ounce marks). Do not overfill!6) All around perch that my hummers love to use. I have attracted five to feed all at once!7) Saucer like shape makes this feeder very stable when hanging in high wind. Mine hangs about four feet and even during strong storm winds the Hummzinger barely moves. My old inverted bottle feeder would swing madly and even broke free one day!8) Bee/Wasp proof by design! The Hummzinger is bee/wasp proof because the feeding ports sit up above the top surface of the sugar water solution. Hummers have no problem reaching the food but the shorter insect tongues cannot reach the goodies!9) Lifetime guarantee.10) Made by a company that does not make commercial nectar. This is also why I support Aspects Inc. not only because of the exceptional design and construction of the Hummzinger line, but also their dedication to the health of Hummingbirds by NOT offering products such as nectar, which are NOT proven SAFE for hummingbirds. They are concerned with the birds, not their profits and it shows because they do NOT make nectar and produce the best feeders available!This truly is the BEST feeder for ALL the reasons!"
CHILD_001763,KB_01676,REC_148,B0006TYH2M,Patio_Lawn_and_Garden,"side of the basin (4, 8, 12 and 16 ounce marks). Do not overfill!6) All around perch that my hummers love to use. I have attracted five to feed all at once!7) Saucer like shape makes this feeder very stable when hanging in high wind. Mine hangs about four feet and even during strong storm winds the Hummzinger barely moves. My old inverted bottle feeder would swing madly and even broke free one day!8) Bee/Wasp proof by design! The Hummzinger is bee/wasp proof because the feeding ports sit up above the top surface of the sugar water solution. Hummers have",100,KB_01676,"This feeder is simply the best for all the reasons such as ease of cleaning, durability in construction and overall design.-PROPER CLEANING IS A MUST-The Hummzinger Excel by Aspects Inc. is the easiest to clean feeder that I have ever owned. Unlike the inverted bottle style feeders this feeder has no recessed or unreachable places that will harbor mold and bacteria. This feeder is simply three parts, the red top that is basically flat on the underside, the bowl like basin and a metal hangar. Cleaning is simple and requires only removing the top and flushing the top and basin out with hot water. DO NOT use soap, as hummers can taste the residue! This cleaning should be done every three or four days (more often if in a warmer climate or if mixture becomes cloudy or has black specks). Once a month soak the feeder top and basin in a mixture of 1/4-cup bleach to one gallon of water. Soak for one hour then rinse thoroughly with hot water. Dry and refill.-What to feed? -DO NOT BUY COMMERCIALLY AVAIALBLE NECTAR. It's a complete waste of money and they are NOT PROVEN SAFE for hummingbirds. Hummingbirds only need (from us) the sugar/water mixture that is one part CANE sugar (sucrose) to four parts water. This is a very close reproduction of natural flower nectar. Natural flower nectar is mainly water and natural sugars like sucrose and/or glucose, among some other trace sugars and elements. The other nutrients hummingbirds' need they get from catching small bugs like gnats and spiders. The sugar/water syrup recipe is stamped on the underside of the Hummzinger's lid for reference. Mix well until all the sugar is dissolved then fill your feeder. Commercial mixes contain many unneeded chemicals and red dye that has not been tested for safety in regard to hummingbirds. Don't risk them and save your money!-Is the Hummzinger durable? -Yes, constructed of UV stable polycarbonate and backed with a LIFETIME GAURANTEE the Hummzinger will last a lifetime. The thick plastic components of the Hummzinger are unbreakable and there is NO plastic snap on flowers to worry about. The metal hangar screws into the basin in the middle and is quite strong. No more hanging by wires that can become brittle and break.-What other features does this feeder have? -1) Durable construction of unbreakable UV stable polycarbonate plastics that will not fade in the sun. However to avoid syrup spoilage hang the feeder in the shade.2) Comes with a metal hangar or is post mountable.3) Built in ant moat with overflow drain channels, just fill with some water and hang. TIP: Only fill about half way if hanging the feeder. This will keep the water from dripping out the drain ports if you bump the feeder hanging it, like I do!4) Solid one-piece top with raised flowers (no snap on flowers) that divert rainwater away from the six feeding ports so the syrup will not dilute.5) 16-ounce capacity with syrup level scale on the side of the basin (4, 8, 12 and 16 ounce marks). Do not overfill!6) All around perch that my hummers love to use. I have attracted five to feed all at once!7) Saucer like shape makes this feeder very stable when hanging in high wind. Mine hangs about four feet and even during strong storm winds the Hummzinger barely moves. My old inverted bottle feeder would swing madly and even broke free one day!8) Bee/Wasp proof by design! The Hummzinger is bee/wasp proof because the feeding ports sit up above the top surface of the sugar water solution. Hummers have no problem reaching the food but the shorter insect tongues cannot reach the goodies!9) Lifetime guarantee.10) Made by a company that does not make commercial nectar. This is also why I support Aspects Inc. not only because of the exceptional design and construction of the Hummzinger line, but also their dedication to the health of Hummingbirds by NOT offering products such as nectar, which are NOT proven SAFE for hummingbirds. They are concerned with the birds, not their profits and it shows because they do NOT make nectar and produce the best feeders available!This truly is the BEST feeder for ALL the reasons!"
CHILD_001764,KB_01676,REC_148,B0006TYH2M,Patio_Lawn_and_Garden,"no problem reaching the food but the shorter insect tongues cannot reach the goodies!9) Lifetime guarantee.10) Made by a company that does not make commercial nectar. This is also why I support Aspects Inc. not only because of the exceptional design and construction of the Hummzinger line, but also their dedication to the health of Hummingbirds by NOT offering products such as nectar, which are NOT proven SAFE for hummingbirds. They are concerned with the birds, not their profits and it shows because they do NOT make nectar and produce the best feeders available!This truly is the BEST feeder for",100,KB_01676,"This feeder is simply the best for all the reasons such as ease of cleaning, durability in construction and overall design.-PROPER CLEANING IS A MUST-The Hummzinger Excel by Aspects Inc. is the easiest to clean feeder that I have ever owned. Unlike the inverted bottle style feeders this feeder has no recessed or unreachable places that will harbor mold and bacteria. This feeder is simply three parts, the red top that is basically flat on the underside, the bowl like basin and a metal hangar. Cleaning is simple and requires only removing the top and flushing the top and basin out with hot water. DO NOT use soap, as hummers can taste the residue! This cleaning should be done every three or four days (more often if in a warmer climate or if mixture becomes cloudy or has black specks). Once a month soak the feeder top and basin in a mixture of 1/4-cup bleach to one gallon of water. Soak for one hour then rinse thoroughly with hot water. Dry and refill.-What to feed? -DO NOT BUY COMMERCIALLY AVAIALBLE NECTAR. It's a complete waste of money and they are NOT PROVEN SAFE for hummingbirds. Hummingbirds only need (from us) the sugar/water mixture that is one part CANE sugar (sucrose) to four parts water. This is a very close reproduction of natural flower nectar. Natural flower nectar is mainly water and natural sugars like sucrose and/or glucose, among some other trace sugars and elements. The other nutrients hummingbirds' need they get from catching small bugs like gnats and spiders. The sugar/water syrup recipe is stamped on the underside of the Hummzinger's lid for reference. Mix well until all the sugar is dissolved then fill your feeder. Commercial mixes contain many unneeded chemicals and red dye that has not been tested for safety in regard to hummingbirds. Don't risk them and save your money!-Is the Hummzinger durable? -Yes, constructed of UV stable polycarbonate and backed with a LIFETIME GAURANTEE the Hummzinger will last a lifetime. The thick plastic components of the Hummzinger are unbreakable and there is NO plastic snap on flowers to worry about. The metal hangar screws into the basin in the middle and is quite strong. No more hanging by wires that can become brittle and break.-What other features does this feeder have? -1) Durable construction of unbreakable UV stable polycarbonate plastics that will not fade in the sun. However to avoid syrup spoilage hang the feeder in the shade.2) Comes with a metal hangar or is post mountable.3) Built in ant moat with overflow drain channels, just fill with some water and hang. TIP: Only fill about half way if hanging the feeder. This will keep the water from dripping out the drain ports if you bump the feeder hanging it, like I do!4) Solid one-piece top with raised flowers (no snap on flowers) that divert rainwater away from the six feeding ports so the syrup will not dilute.5) 16-ounce capacity with syrup level scale on the side of the basin (4, 8, 12 and 16 ounce marks). Do not overfill!6) All around perch that my hummers love to use. I have attracted five to feed all at once!7) Saucer like shape makes this feeder very stable when hanging in high wind. Mine hangs about four feet and even during strong storm winds the Hummzinger barely moves. My old inverted bottle feeder would swing madly and even broke free one day!8) Bee/Wasp proof by design! The Hummzinger is bee/wasp proof because the feeding ports sit up above the top surface of the sugar water solution. Hummers have no problem reaching the food but the shorter insect tongues cannot reach the goodies!9) Lifetime guarantee.10) Made by a company that does not make commercial nectar. This is also why I support Aspects Inc. not only because of the exceptional design and construction of the Hummzinger line, but also their dedication to the health of Hummingbirds by NOT offering products such as nectar, which are NOT proven SAFE for hummingbirds. They are concerned with the birds, not their profits and it shows because they do NOT make nectar and produce the best feeders available!This truly is the BEST feeder for ALL the reasons!"
CHILD_001765,KB_01676,REC_148,B0006TYH2M,Patio_Lawn_and_Garden,ALL the reasons!,3,KB_01676,"This feeder is simply the best for all the reasons such as ease of cleaning, durability in construction and overall design.-PROPER CLEANING IS A MUST-The Hummzinger Excel by Aspects Inc. is the easiest to clean feeder that I have ever owned. Unlike the inverted bottle style feeders this feeder has no recessed or unreachable places that will harbor mold and bacteria. This feeder is simply three parts, the red top that is basically flat on the underside, the bowl like basin and a metal hangar. Cleaning is simple and requires only removing the top and flushing the top and basin out with hot water. DO NOT use soap, as hummers can taste the residue! This cleaning should be done every three or four days (more often if in a warmer climate or if mixture becomes cloudy or has black specks). Once a month soak the feeder top and basin in a mixture of 1/4-cup bleach to one gallon of water. Soak for one hour then rinse thoroughly with hot water. Dry and refill.-What to feed? -DO NOT BUY COMMERCIALLY AVAIALBLE NECTAR. It's a complete waste of money and they are NOT PROVEN SAFE for hummingbirds. Hummingbirds only need (from us) the sugar/water mixture that is one part CANE sugar (sucrose) to four parts water. This is a very close reproduction of natural flower nectar. Natural flower nectar is mainly water and natural sugars like sucrose and/or glucose, among some other trace sugars and elements. The other nutrients hummingbirds' need they get from catching small bugs like gnats and spiders. The sugar/water syrup recipe is stamped on the underside of the Hummzinger's lid for reference. Mix well until all the sugar is dissolved then fill your feeder. Commercial mixes contain many unneeded chemicals and red dye that has not been tested for safety in regard to hummingbirds. Don't risk them and save your money!-Is the Hummzinger durable? -Yes, constructed of UV stable polycarbonate and backed with a LIFETIME GAURANTEE the Hummzinger will last a lifetime. The thick plastic components of the Hummzinger are unbreakable and there is NO plastic snap on flowers to worry about. The metal hangar screws into the basin in the middle and is quite strong. No more hanging by wires that can become brittle and break.-What other features does this feeder have? -1) Durable construction of unbreakable UV stable polycarbonate plastics that will not fade in the sun. However to avoid syrup spoilage hang the feeder in the shade.2) Comes with a metal hangar or is post mountable.3) Built in ant moat with overflow drain channels, just fill with some water and hang. TIP: Only fill about half way if hanging the feeder. This will keep the water from dripping out the drain ports if you bump the feeder hanging it, like I do!4) Solid one-piece top with raised flowers (no snap on flowers) that divert rainwater away from the six feeding ports so the syrup will not dilute.5) 16-ounce capacity with syrup level scale on the side of the basin (4, 8, 12 and 16 ounce marks). Do not overfill!6) All around perch that my hummers love to use. I have attracted five to feed all at once!7) Saucer like shape makes this feeder very stable when hanging in high wind. Mine hangs about four feet and even during strong storm winds the Hummzinger barely moves. My old inverted bottle feeder would swing madly and even broke free one day!8) Bee/Wasp proof by design! The Hummzinger is bee/wasp proof because the feeding ports sit up above the top surface of the sugar water solution. Hummers have no problem reaching the food but the shorter insect tongues cannot reach the goodies!9) Lifetime guarantee.10) Made by a company that does not make commercial nectar. This is also why I support Aspects Inc. not only because of the exceptional design and construction of the Hummzinger line, but also their dedication to the health of Hummingbirds by NOT offering products such as nectar, which are NOT proven SAFE for hummingbirds. They are concerned with the birds, not their profits and it shows because they do NOT make nectar and produce the best feeders available!This truly is the BEST feeder for ALL the reasons!"
CHILD_001766,KB_01677,REC_149,B007ON1IZC,Patio_Lawn_and_Garden,"I have been wanting one since last year and over the cold,harsh winter I treated myself and bought it. I put it up on Easter and enjoyed every minute of sitting under it. Love the thatch blowing in the wind and it is the perfect height. Does a good job of blocking the sun. Just a note:the thatch is made of a plastic type material-- but it still looks and feels great.",72,KB_01677,"I have been wanting one since last year and over the cold,harsh winter I treated myself and bought it. I put it up on Easter and enjoyed every minute of sitting under it. Love the thatch blowing in the wind and it is the perfect height. Does a good job of blocking the sun. Just a note:the thatch is made of a plastic type material-- but it still looks and feels great."
CHILD_001767,KB_01678,REC_149,B007ON1IZC,Patio_Lawn_and_Garden,Nice umbrella !!! Holds up real well in high winds. Only wish it had a tilt ! Other than that it is great.,23,KB_01678,Nice umbrella !!! Holds up real well in high winds. Only wish it had a tilt ! Other than that it is great.
CHILD_001768,KB_01679,REC_149,B007ON1IZC,Patio_Lawn_and_Garden,"I was expecting an umbrella with fully covered thatch and sturdy enough for windy days. The thatch is so sparse and made with shredded plastic bag material, that it looks like an umbrella with blotchy extensions. That is the best way I can describe it. The spokes that hold the umbrella up look and feel so cheap, I have a feeling it's not going to make it through a windy day. Based on the reviews, this sounded like an umbrella that was fully thatched and sturdy. I guess we'll have to wait and see about the sturdiness.",97,KB_01679,"I was expecting an umbrella with fully covered thatch and sturdy enough for windy days. The thatch is so sparse and made with shredded plastic bag material, that it looks like an umbrella with blotchy extensions. That is the best way I can describe it. The spokes that hold the umbrella up look and feel so cheap, I have a feeling it's not going to make it through a windy day. Based on the reviews, this sounded like an umbrella that was fully thatched and sturdy. I guess we'll have to wait and see about the sturdiness."
CHILD_001769,KB_01680,REC_149,B007ON1IZC,Patio_Lawn_and_Garden,This umbrella looks so good. Well worth the price! Not sure if it would hold up in bad weather..I just take it inside when weather is bad.,27,KB_01680,This umbrella looks so good. Well worth the price! Not sure if it would hold up in bad weather..I just take it inside when weather is bad.
CHILD_001770,KB_01681,REC_149,B007ON1IZC,Patio_Lawn_and_Garden,"This umbrella will not be a disappointment. I was concerned that the &#34;thatching&#34; would come off quickly, however, it is holding up very well. This is a fabulous value and I would definitely buy this umbrella again!",37,KB_01681,"This umbrella will not be a disappointment. I was concerned that the &#34;thatching&#34; would come off quickly, however, it is holding up very well. This is a fabulous value and I would definitely buy this umbrella again!"
CHILD_001771,KB_01682,REC_149,B007ON1IZC,Patio_Lawn_and_Garden,Well worth the price! Not skimpy or cheap looking at all! My yard has the tiki theme and the umbrellas(3) reallycompleted the look. They look like they will be pretty durable. I guess we shall see.,36,KB_01682,Well worth the price! Not skimpy or cheap looking at all! My yard has the tiki theme and the umbrellas(3) reallycompleted the look. They look like they will be pretty durable. I guess we shall see.
CHILD_001772,KB_01683,REC_149,B007ON1IZC,Patio_Lawn_and_Garden,"I bought this from Amazon about a year ago. It has held up beautifully in the hot Florida sun and heavy rain. The first one we bought from a local store (different brand), and it lasted only through one storm then broke. This one has lasted through several without a hitch. It's very well made and looks great.",58,KB_01683,"I bought this from Amazon about a year ago. It has held up beautifully in the hot Florida sun and heavy rain. The first one we bought from a local store (different brand), and it lasted only through one storm then broke. This one has lasted through several without a hitch. It's very well made and looks great."
CHILD_001773,KB_01684,REC_149,B007ON1IZC,Patio_Lawn_and_Garden,"We have purchased other umbrellas with similar descriptions, but they were junk. THESE are finally, finally, finally what we have been hoping to find some day, and we are super, super glad that we bought them! Also, they came packed very, very well, with wrapping around different little parts (the pin to hold the umbrella up, the little dealie on the top of the umbrella, the poles, etc.) so you can tell the company who makes them wants their customers to be satisfied with a good product.",87,KB_01684,"We have purchased other umbrellas with similar descriptions, but they were junk. THESE are finally, finally, finally what we have been hoping to find some day, and we are super, super glad that we bought them! Also, they came packed very, very well, with wrapping around different little parts (the pin to hold the umbrella up, the little dealie on the top of the umbrella, the poles, etc.) so you can tell the company who makes them wants their customers to be satisfied with a good product."
CHILD_001774,KB_01685,REC_149,B007ON1IZC,Patio_Lawn_and_Garden,"Very natural looking Tiki Umbrella. Great quality and holds up well in high wind. I have it on my lanai and keep it up all year (Florida). I've had it a few months now and it looks as great as it did the day I purchased it. It's large and covers my whole table (seats 6). On the downside, it IS a little hard to put up, you need to have good upper body strength, but because it's hard to put up, it adds to the solidness, it's not flimsy.",90,KB_01685,"Very natural looking Tiki Umbrella. Great quality and holds up well in high wind. I have it on my lanai and keep it up all year (Florida). I've had it a few months now and it looks as great as it did the day I purchased it. It's large and covers my whole table (seats 6). On the downside, it IS a little hard to put up, you need to have good upper body strength, but because it's hard to put up, it adds to the solidness, it's not flimsy."
CHILD_001775,KB_01686,REC_149,B007ON1IZC,Patio_Lawn_and_Garden,"The canopy is pretty nice, but it could use a bit more synthetic thatch. The canopy is made of of durable fiberglass ribs that stand up to wind well. It is a bit hard to raise the umbrella especially for weaker people. The big problem is the center pole. They used thin walled aluminum that gets dented easily. Once dented it's only a short time before it's going to bend and break. If you buy this plan to get a wooden dowel to reinforce the center pole.",87,KB_01686,"The canopy is pretty nice, but it could use a bit more synthetic thatch. The canopy is made of of durable fiberglass ribs that stand up to wind well. It is a bit hard to raise the umbrella especially for weaker people. The big problem is the center pole. They used thin walled aluminum that gets dented easily. Once dented it's only a short time before it's going to bend and break. If you buy this plan to get a wooden dowel to reinforce the center pole."
CHILD_001776,KB_01687,REC_149,B007ON1IZC,Patio_Lawn_and_Garden,"I was concerned that the &#34;thatching&#34; would come off quickly, however, it is holding up very well.",17,KB_01687,"I was concerned that the &#34;thatching&#34; would come off quickly, however, it is holding up very well."
CHILD_001777,KB_01688,REC_149,B007ON1IZC,Patio_Lawn_and_Garden,Great quality and holds up well in high wind.,9,KB_01688,Great quality and holds up well in high wind.
CHILD_001778,KB_01689,REC_149,B007ON1IZC,Patio_Lawn_and_Garden,"Also, they came packed very, very well, with wrapping around different little parts (the pin to hold the umbrella up, the little dealie on the top of the umbrella, the poles, etc.)",32,KB_01689,"Also, they came packed very, very well, with wrapping around different little parts (the pin to hold the umbrella up, the little dealie on the top of the umbrella, the poles, etc.)"
CHILD_001779,KB_01690,REC_149,B007ON1IZC,Patio_Lawn_and_Garden,This umbrella makes me think of my favorite place....Florida....We will see how it holds up to Arizona heat.,18,KB_01690,This umbrella makes me think of my favorite place....Florida....We will see how it holds up to Arizona heat.
CHILD_001780,KB_01691,REC_149,B007ON1IZC,Patio_Lawn_and_Garden,They look like they will be pretty durable.,8,KB_01691,They look like they will be pretty durable.
CHILD_001781,KB_01692,REC_149,B007ON1IZC,Patio_Lawn_and_Garden,"The canopy is pretty nice, but it could use a bit more synthetic thatch.",14,KB_01692,"The canopy is pretty nice, but it could use a bit more synthetic thatch."
CHILD_001782,KB_01693,REC_149,B007ON1IZC,Patio_Lawn_and_Garden,I have left it up in the Florida heat all summer and in the rain and has held up wonderful!,20,KB_01693,I have left it up in the Florida heat all summer and in the rain and has held up wonderful!
CHILD_001783,KB_01694,REC_149,B007ON1IZC,Patio_Lawn_and_Garden,Holds up real well in high winds.,7,KB_01694,Holds up real well in high winds.
CHILD_001784,KB_01695,REC_149,B007ON1IZC,Patio_Lawn_and_Garden,"The thatch is so sparse and made with shredded plastic bag material, that it looks like an umbrella with blotchy extensions.",21,KB_01695,"The thatch is so sparse and made with shredded plastic bag material, that it looks like an umbrella with blotchy extensions."
CHILD_001785,KB_01696,REC_149,B007ON1IZC,Patio_Lawn_and_Garden,The quality of the plastic thatch and pole are really good and it provides a LOT of good shade over my pool and BBQ.,24,KB_01696,The quality of the plastic thatch and pole are really good and it provides a LOT of good shade over my pool and BBQ.
CHILD_001786,KB_01697,REC_149,B007ON1IZC,Patio_Lawn_and_Garden,"Very natural looking Tiki Umbrella. Great quality and holds up well in high wind. I have it on my lanai and keep it up all year (Florida). I've had it a few months now and it looks as great as it did the day I purchased it. It's large and covers my whole table (seats 6). On the downside, it IS a little hard to put up, you need to have good upper body strength, but because it's hard to put up, it adds to the solidness, it's not flimsy. I keep it up 24/7, even in very heavy winds",100,KB_01697,"Very natural looking Tiki Umbrella. Great quality and holds up well in high wind. I have it on my lanai and keep it up all year (Florida). I've had it a few months now and it looks as great as it did the day I purchased it. It's large and covers my whole table (seats 6). On the downside, it IS a little hard to put up, you need to have good upper body strength, but because it's hard to put up, it adds to the solidness, it's not flimsy. I keep it up 24/7, even in very heavy winds it doesnt blow over! In addition, with all the humidity in south Florida, it has not gotten moldy at all and looks wonderful. I'd purchase it again and plan on doing so when this one wears out."
CHILD_001787,KB_01697,REC_149,B007ON1IZC,Patio_Lawn_and_Garden,"it doesnt blow over! In addition, with all the humidity in south Florida, it has not gotten moldy at all and looks wonderful. I'd purchase it again and plan on doing so when this one wears out.",37,KB_01697,"Very natural looking Tiki Umbrella. Great quality and holds up well in high wind. I have it on my lanai and keep it up all year (Florida). I've had it a few months now and it looks as great as it did the day I purchased it. It's large and covers my whole table (seats 6). On the downside, it IS a little hard to put up, you need to have good upper body strength, but because it's hard to put up, it adds to the solidness, it's not flimsy. I keep it up 24/7, even in very heavy winds it doesnt blow over! In addition, with all the humidity in south Florida, it has not gotten moldy at all and looks wonderful. I'd purchase it again and plan on doing so when this one wears out."
CHILD_001788,KB_01698,REC_150,B000PD0BNI,Toys_and_Games,Lid could be tighter to prevent air  from leaking in and out but it worked. Minimum word requirement is annoying.,20,KB_01698,Lid could be tighter to prevent air  from leaking in and out but it worked. Minimum word requirement is annoying.
CHILD_001789,KB_01699,REC_150,B000PD0BNI,Toys_and_Games,I use these bottles to apply oils to my hair and they work great. I like that they come with lids.,21,KB_01699,I use these bottles to apply oils to my hair and they work great. I like that they come with lids.
CHILD_001790,KB_01700,REC_150,B000PD0BNI,Toys_and_Games,"I use this for my gun cleaning products. The tips gives you precise application. Working great, would buy again for future.",21,KB_01700,"I use this for my gun cleaning products. The tips gives you precise application. Working great, would buy again for future."
CHILD_001791,KB_01701,REC_150,B000PD0BNI,Toys_and_Games,"good for decorating directions. My daughter and my neice loves them. Great for kindergarteners and grade school children. I use them all the time when I bake cakes, and cookies.",30,KB_01701,"good for decorating directions. My daughter and my neice loves them. Great for kindergarteners and grade school children. I use them all the time when I bake cakes, and cookies."
CHILD_001792,KB_01702,REC_150,B000PD0BNI,Toys_and_Games,"In my case I am going to use them for fine application of resin, and after 2 or 3 uses tossing them. For this, I will call them &#34;adequate&#34; but definitely not good.",33,KB_01702,"In my case I am going to use them for fine application of resin, and after 2 or 3 uses tossing them. For this, I will call them &#34;adequate&#34; but definitely not good."
CHILD_001793,KB_01703,REC_150,B000PD0BNI,Toys_and_Games,These are nice little bottles for all kinds of things. I use them to put liniment on my dog's leg and the tip lets me get down to the skin better. This is a good price for 9 bottles that come in the package.,44,KB_01703,These are nice little bottles for all kinds of things. I use them to put liniment on my dog's leg and the tip lets me get down to the skin better. This is a good price for 9 bottles that come in the package.
CHILD_001794,KB_01704,REC_150,B000PD0BNI,Toys_and_Games,I ordered this item for use at a summer girls' camp making epoxy necklaces. Great to have individual epoxy for every table. Made a possible messy and lengthy job much easier.,31,KB_01704,I ordered this item for use at a summer girls' camp making epoxy necklaces. Great to have individual epoxy for every table. Made a possible messy and lengthy job much easier.
CHILD_001795,KB_01705,REC_150,B000PD0BNI,Toys_and_Games,"Lid does not seal no matter how tight. Paint on side of bottle flakes off. Might be useful if you just need a one-time-use bottle for some thick fluid where a small leak wouldn't matter, but useless for what I wanted them for.",43,KB_01705,"Lid does not seal no matter how tight. Paint on side of bottle flakes off. Might be useful if you just need a one-time-use bottle for some thick fluid where a small leak wouldn't matter, but useless for what I wanted them for."
CHILD_001796,KB_01706,REC_150,B000PD0BNI,Toys_and_Games,"I used this to refill refillable paint markers with thinned acrylic paint. Unfortunately the cap kept popping off. I'm not sure what I'll use them for now, but it will probably be related to something much thinner than acrylic paints.",40,KB_01706,"I used this to refill refillable paint markers with thinned acrylic paint. Unfortunately the cap kept popping off. I'm not sure what I'll use them for now, but it will probably be related to something much thinner than acrylic paints."
CHILD_001797,KB_01707,REC_150,B000PD0BNI,Toys_and_Games,"If you want to use these in a go bag, a strip of elastic, a properly secured rubber band, etc, will secure the tip cap just fine. If I do use one of these that way, I'll keep it in a ziploc bag as well, just to be safe.",49,KB_01707,"If you want to use these in a go bag, a strip of elastic, a properly secured rubber band, etc, will secure the tip cap just fine. If I do use one of these that way, I'll keep it in a ziploc bag as well, just to be safe."
CHILD_001798,KB_01708,REC_150,B000PD0BNI,Toys_and_Games,"Might be useful if you just need a one-time-use bottle for some thick fluid where a small leak wouldn't matter, but useless for what I wanted them for.",28,KB_01708,"Might be useful if you just need a one-time-use bottle for some thick fluid where a small leak wouldn't matter, but useless for what I wanted them for."
CHILD_001799,KB_01709,REC_150,B000PD0BNI,Toys_and_Games,"In my case I am going to use them for fine application of resin, and after 2 or 3 uses tossing them.",22,KB_01709,"In my case I am going to use them for fine application of resin, and after 2 or 3 uses tossing them."
CHILD_001800,KB_01710,REC_150,B000PD0BNI,Toys_and_Games,"If I do use one of these that way, I'll keep it in a ziploc bag as well, just to be safe.",22,KB_01710,"If I do use one of these that way, I'll keep it in a ziploc bag as well, just to be safe."
CHILD_001801,KB_01711,REC_150,B000PD0BNI,Toys_and_Games,I use these to apply an oil scalp treatment.,9,KB_01711,I use these to apply an oil scalp treatment.
CHILD_001802,KB_01712,REC_150,B000PD0BNI,Toys_and_Games,"I use these needle tip applicators for building architectural models, and in terms of precision they are decent.",18,KB_01712,"I use these needle tip applicators for building architectural models, and in terms of precision they are decent."
CHILD_001803,KB_01713,REC_150,B000PD0BNI,Toys_and_Games,I use these bottles to apply oils to my hair and they work great.,14,KB_01713,I use these bottles to apply oils to my hair and they work great.
CHILD_001804,KB_01714,REC_150,B000PD0BNI,Toys_and_Games,I use them to put liniment on my dog's leg and the tip lets me get down to the skin better.,21,KB_01714,I use them to put liniment on my dog's leg and the tip lets me get down to the skin better.
CHILD_001805,KB_01715,REC_150,B000PD0BNI,Toys_and_Games,"I use mine to dispense small amounts of 10W40 synthetic motor oil precisely.For the price, how effective they are, and the amount of use I will get out of them, they easily earn 4 stars.",35,KB_01715,"I use mine to dispense small amounts of 10W40 synthetic motor oil precisely.For the price, how effective they are, and the amount of use I will get out of them, they easily earn 4 stars."
CHILD_001806,KB_01716,REC_150,B000PD0BNI,Toys_and_Games,I cant imagine having to try and use these for paints - way too thick to work with these bottles.,20,KB_01716,I cant imagine having to try and use these for paints - way too thick to work with these bottles.
CHILD_001807,KB_01717,REC_150,B000PD0BNI,Toys_and_Games,Lid could be tighter to prevent air  from leaking in and out but it worked.,15,KB_01717,Lid could be tighter to prevent air  from leaking in and out but it worked.
