record_id,qid,asin,category,source_file,question,question_type,answerability,candidate_answers,golden_answer,evidence_text,evidence_doc_id,selection_method,needs_judge,golden_id,llm_judge_used,llm_judge_model,judge_confidence,verification_status
REC_118,62453,B003QCJHK8,Home_and_Kitchen,test,how long have you had your? is it still sturdy now?  please answer if you you have had it for years.,descriptive,1,"[{'text': 'I have had mine for 2 years. Great investment', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': ""I've had this table for slightly over a year now and can say that with daily use it is still sturdy and looks practically new.  Good quality for a great price."", 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'I  have had mine about a year. So far it is very sturdy. I use it daily as I have no other table.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}]",[UNANSWERABLE],,,judge,True,G_118,True,gemini-2.5-flash,1.0,judge
REC_119,19160,B00A1ECR2E,Home_and_Kitchen,test,"Did you need to use a mold release spray?  I'm wondering if I need to bother spending extra money on it, or if they will pop right out.  Thanks.",descriptive,0,"[{'text': ""I did use a mold release spray, and they were still difficult to remove at times. I've never worked with molds before though, so I don't have any experience to compare it with."", 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': ""Yes you do. It's pretty cheap. Just spray on and let dry before pouring resin in. If the mold release spray isn't used the dried resin won't come out and if forced can crack. Hope this helps!"", 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'Yes you totally need it, the piece WILL NOT COME OUT without it. Made that mistake lol', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': ""I use it but I'm not sure it is necessary. I still have to pop them out sometimes."", 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'I have used this mold several times now and there was no problem getting the resin out. Hope this helps!', 'helpful': 0, 'unhelpful': 1, 'total': 1, 'jeffreys': 0.25}]",I have used this mold several times now and there was no problem getting the resin out. Hope this helps!,I ordered this to make coasters at home for a Christmas gift. I read other product reviews for something similar and decided not to spend the extra money on a release formula for the resin. I was very happy with that decision. My husband and I have made 10 coasters and not once had a problem getting the finished product out of the mold. It is big enough to make your coaster look beautiful.,KB_01567,judge,True,G_119,True,gemini-2.5-flash,1.0,judge
REC_120,56817,B0000BY8S6,Home_and_Kitchen,test,"I just bought 2 (forgot from whom) that were more gray than blue.  Are yours a pretty blue, like sky or baby blue, or grayish?",descriptive,0,"[{'text': 'My Martex Vellux blanket is blue, but I would characterize it as more of a ""grayish"" blue than a baby blue or sky blue.', 'helpful': 1, 'unhelpful': 0, 'total': 1, 'jeffreys': 0.75}, {'text': 'I purchased a dark blue (mistake, all fuzzies show) and cream color (good choice).', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'Like the sky', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'grayish blue', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}]","My Martex Vellux blanket is blue, but I would characterize it as more of a ""grayish"" blue than a baby blue or sky blue.","It was a great blanket too, just not quite as plush (thick); and it lasted another 16 years.Another reviewer mentioned that this is not like the Martex Royal Vellux.",KB_01595,grounded_pick,False,G_120,False,,,heuristic
REC_121,625010,B00E8Y79SK,Home_and_Kitchen,train,How durable is the line itself?  Does it sag much if you hang a hand towel?,descriptive,1,"[{'text': 'The line is very durable.     We have hangers on it all the time -- very little sagging.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': ""The line is made up of a nylon material and seems to be very durable. The unit is identical to what you would find in a hotel/motel bathroom to hang your wet items on.  You shouldn't have any issues hanging a hand towel on it.  We are actually using the item at our Community Center with an Allen wrench attached to it for locking/unlocking the crash bars on the exit doors.  The retraction of the line itself works great since it does not snap back instantly.  The retraction is slow and steady."", 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'no it does not, it is very good product', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': ""I have found it to be reliably durable, though I'm not using it as a clothes line. I use it to hold up my car's charging cable in my garage."", 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}]",The line is very durable.     We have hangers on it all the time -- very little sagging.,"This is the sturdiest clothesline we've ever purchased. The line is thick and strong, the tension holds (rather than droops, like some other clotheslines) and is easy to put away.Works great - easy to install and use. . I can hang a. I can hang any clothes I need, then retract the cord when it's not needed. It's EXACTLY what I wanted.ny clothes I need, then retract the cord when it's not needed.",KB_01608,judge,True,G_121,True,gemini-2.5-flash,1.0,judge
REC_122,172442,B001076GP0,Health_and_Personal_Care,train,Does it work for a Series 7   760cc-a shaver? what is the difference in 760cc and 760cc-a?,descriptive,1,"[{'text': ""Really don't know the difference but I think it's working"", 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'as long as the plug that goes into the shaver is the same it will work just fine.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}]",[UNANSWERABLE],,,judge,True,G_122,True,gemini-2.5-flash,1.0,judge
REC_123,706449,B00ANIYKRS,Patio_Lawn_and_Garden,train,The line won't auto-feed and I have to stop and manually pull it out every few minutes. HALP!,descriptive,1,"[{'text': ""I don't have a problem but the line only feeds out about a quarter of an inch every time you start it so it may have to be left to stop and then restart it several times so that more line can feed out again.  The line only feeds out in increments.  I never have to manually pull it out."", 'helpful': 1, 'unhelpful': 0, 'total': 1, 'jeffreys': 0.75}, {'text': 'That\'s only happened to me once. Pop the spool cap off (squeeze the two sides and pull it) and look at the spool of line. It\'s possible you have some sort of knot  in the line stopping it feeding freely. If so, pull it out and rewind it. I\'ve had very few problems with it, though if you\'re whacking weeds close to concrete or stone, for instance, it will wear quite fast, requiring stopping every minute or two to feed more line. BTW, you should hear the line feed click just before the head stops turning. The thing is designed for about a 1/4"" feed on each stop/start.', 'helpful': 1, 'unhelpful': 0, 'total': 1, 'jeffreys': 0.75}, {'text': 'the line feeder is tide to the trigger, every time you press the trigger and release the line feeds thru, hope this helps', 'helpful': 1, 'unhelpful': 0, 'total': 1, 'jeffreys': 0.75}, {'text': ""I have the same problem with mine.I stop and turn the head up and push the little button on the side of the head to get extra string out.I believe if they would put .080 string on the head instead of .065,it would help.It might not solve the auto-feed problem,but at least the string wouldn't break so often. Sorry,I couldn't help."", 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'Yes - I had that problem too and the solution was to buy better line and wind on two 10 or 12 ft. lengths, and then when you are cutting, keep bumping out more line so it does not break off at the hole so often.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'I suspect you need a new spool or at least rewind the spool.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': ""My auto-feed wont work either, I tried several times to get it to advance the line, I'm guessing its just broken. I have to stop what I am doing and press the button near the spool every few feet. I'm going to give it a better look tonight but I think I made a mistake with this purchase."", 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}]","That's only happened to me once. Pop the spool cap off (squeeze the two sides and pull it) and look at the spool of line. It's possible you have some sort of knot in the line stopping it feeding freely. If so, pull it out and rewind it. I've had very few problems with it, though if you're whacking weeds close to concrete or stone, for instance, it will wear quite fast, requiring stopping every minute or two to feed more line. BTW, you should hear the line feed click just before the head stops turning. The thing is designed for about a 1/4"" feed on each stop/start.","I've tried different types of string to no avail. Today was the final straw. I did not make it more than 3 linear feet before having to stop, pull off the head, pull out the spool, unwind some string, feed it through the grommet, replace and go only to have it break again within the next 2-3 feet. Bottom line:  GARBAGE",KB_01623,judge,True,G_123,True,gemini-2.5-flash,1.0,judge
REC_124,279112,B009T7H0QM,Home_and_Kitchen,train,"can youadjust the temperature manually or are there just ""settings,"" like on a crock pot ?",descriptive,1,"[{'text': 'Yes the temperature can be adjusted.', 'helpful': 1, 'unhelpful': 0, 'total': 1, 'jeffreys': 0.75}, {'text': 'Set the dial on oven cooking. Adjust the temperature 25 degrees at a time by turning the dial to the left to decrease the temp and right to increase it. There is a time/temperature toggle above the - + symbols.  You adjust the time (press time side of toggled)left side to set time, and then the temp is on the right side, then dial left or right for desired time, then desired temp.  It is manual.', 'helpful': 1, 'unhelpful': 0, 'total': 1, 'jeffreys': 0.75}, {'text': 'There are temperature settings you can set if you use it in ""oven"" mode.  There are also low, high, and keep warm settings if you want to use it like a crockpot.', 'helpful': 1, 'unhelpful': 0, 'total': 1, 'jeffreys': 0.75}]","There are temperature settings you can set if you use it in ""oven"" mode.  There are also low, high, and keep warm settings if you want to use it like a crockpot.","As a bonus, it's much easier to wash than my slow cooker; although instructions say dishwasher safe, I continue to hand wash it.) I've used it on all settings, and have yet to have a meal that's failed.",KB_01637,judge,True,G_124,True,gemini-2.5-flash,0.9,judge
REC_125,333592,B00101TXPG,Baby,train,"I like being able to hear everything that goes on in my baby's room.  Can you clearly hear all background noises (e.g., wave machines, etc.)?",descriptive,1,"[{'text': ""It is quite clear but the volume is not high.  We use it for our quadriplegic daughter when she calls in the middle of the night.  I like that we don't get static from other electrical objects or the aluminum wiring in this house."", 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': ""Nope. You'll have a hard enough time getting the thing to function at all, let alone pick up on things like background noise."", 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'With the original set I could, with the newer re-design like these both yes and no. I was able to hear a vicks steam humidifier poping as it heated the water on the other side of her room. But it comes down to decible levels (I have no idea how loud a wave machine is), any more suddle noises do not seem to pick-up over the mic. However you can clearly hear abrupt noises very clearly (Think toys falling off shelves).', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}]",It is quite clear but the volume is not high. We use it for our quadriplegic daughter when she calls in the middle of the night. I like that we don't get static from other electrical objects or the aluminum wiring in this house.,"This monitor is clear, but like other reviewers said it is far too quiet---you can only hear sounds on the parent unit if there's no background noise where you are. So this unit would probably be fine if you only want to use it at night, but we want to be able to use it during the day as well, so it's essentially useless to us. One other slight negative:  The parent unit only has a belt clip.",KB_01649,judge,True,G_125,True,gemini-2.5-flash,1.0,judge
REC_126,54244,B009HRFGNS,Home_and_Kitchen,train,Is this oven big enough to cook a turkey?,descriptive,1,"[{'text': ""It's only big enough for a 5 lb. chicken or turkey if you can find a really small one."", 'helpful': 1, 'unhelpful': 0, 'total': 1, 'jeffreys': 0.75}, {'text': 'No', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'No', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'No', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'Yes', 'helpful': 0, 'unhelpful': 1, 'total': 1, 'jeffreys': 0.25}]",It's only big enough for a 5 lb. chicken or turkey if you can find a really small one.,"Works great. Had to find something to replace the little oven that we had and love the griddle on top. This fit the bill. One of the big complaints was that our old oven wasn't big enough to really do a nice chicken in the rotisserie, but this is a little bigger so should do fine (other reviews stated up to 5lbs and I haven't used that feature just yet). Everything else really cooks well in there. I am very happy with it.",KB_01652,grounded_pick,False,G_126,False,,,heuristic
REC_127,639232,B00GYBZURM,Toys_and_Games,train,Does this kit come with a go-pro camera? I am building my own drone and would like to include an FPV system...,descriptive,1,"[{'text': ""No it doesn't and fyi after a little research you will find that it's greatly over priced."", 'helpful': 1, 'unhelpful': 0, 'total': 1, 'jeffreys': 0.75}, {'text': 'No', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'Of course not! You have to buy that separately', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'No you must buy your own camera', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'It does not. There are many options for the GoPro camera and the customer would be more suited to make that decision.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}]",No you must buy your own camera,I bought the advanced unit one month ago and had several problems with it including burning a Gopro and having to send my advanced unit back for repairs. It came back as not defective and it was still not working to specifications(signal would go out at about 100ft). KumbaCam was going to give me a refund but it happens to be that Sam (Kumba Cam guy) has family in my city and was coming down to visit them. We met up and I showed him what was happening with my unit.,KB_01667,judge,True,G_127,True,gemini-2.5-flash,1.0,judge
REC_128,39760,B00GGN264I,Health_and_Personal_Care,train,Is psyllium better than inulin?,descriptive,1,"[{'text': 'Most psyllium products need sugar, artificial sugar and color and other additives to make it palatable.  I doubt if any of us need those additives and Clear and Natural is 100percent inulin without additives.  Strange that it costs more without all that other""stuff""!', 'helpful': 2, 'unhelpful': 0, 'total': 2, 'jeffreys': 0.8333333333333334}, {'text': ""I'm not sure myself on which is better.  I've only used the Clear & Natural (with inulin)."", 'helpful': 1, 'unhelpful': 0, 'total': 1, 'jeffreys': 0.75}, {'text': ""I don't think so. Psyllium tends to constipate me, even if I drink a ton of water. Also, it doesn't mix well, and the taste is vile. Most products contain sugar and artificial flavors to make it taste better."", 'helpful': 1, 'unhelpful': 0, 'total': 1, 'jeffreys': 0.75}, {'text': ""Psyllium is in a lot of products, but I think trying them is the only way to determine which is best for you.  Our bodies don't always metabolize or react to products the same as someone else's.  If you try each of them be sure to keep a little record and that will answer your question."", 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': ""Like a lot of people have said it is a matter of how your body will react to the fiber. I'm on the Psyllium side. I get a lot better results with Psyllium then I do with inulin. Be sure to get the 100% Natural Psyllium that's Gluten free and Sugar Free and you will be fine either way. Yes the taste of Psyllium is a lot harder to get by some times but I don't take fiber because it tastes good I do it to keep diabetes from killing me."", 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': ""I don't know anything about psyllium. But I like metamucil because it dissolves easily in a beverage"", 'helpful': 1, 'unhelpful': 1, 'total': 2, 'jeffreys': 0.5}]","Most psyllium products need sugar, artificial sugar and color and other additives to make it palatable.  I doubt if any of us need those additives and Clear and Natural is 100percent inulin without additives.  Strange that it costs more without all that other""stuff""!","The active ingredient in Clear & Natural is &#34;inulin&#34;, an insoluble fiber supplement, which has controversial reviews from various users and authorities, regarding its efficacy and effectiveness. I found that it resulted in serious gastrointestinal distress, gas and flatulence. I promptly returned it to Amazon and cannot recommend it.",KB_01673,grounded_pick,False,G_128,False,,,heuristic
REC_129,226762,B008AG5VOQ,Toys_and_Games,train,Does this tricycle have an easy way of taking on and off the push handle and does it fold down for transport?,descriptive,1,"[{'text': 'Push handle easily removed with a single pin under the seat . Does not collapse or fold down.', 'helpful': 1, 'unhelpful': 0, 'total': 1, 'jeffreys': 0.75}, {'text': 'This tricycle does not fold like a regular stroller.  Once it is put together there is no way to fold it for transporting.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'With the handles its just like a stroller only difference is that when you move the handles you are moving the front wheels. (folding) no sorry it does not fold down its like a tricycle with a sun visor and other cute items that make it safer for our little ones to sit on with out worry off sliding off since it comes with the same style of straps a stroller has.  I hope this helps :)', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': ""I didn't put it together, but my husband did and says that the handle does easily come on and off.  The shade comes off easily, also, but that is it as far as tearing it down/folding it down for transport."", 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': ""The push handle is telescopic, so it can be shortened. Also, I don't believe it would be too difficult to remove if necessary."", 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': ""The handle comes off and on very easily.  The bike itself does not fold, but it does come apart easily so you are able to dismantle it if you need to and re-assamble it.  My son and daughter in law have to do that because they have two bikes and both don't fit in the trunk unless they take them apart first.  Hope this helps."", 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': ""No, there isn't an easy way to take off the handle.  And no, it doesn't fold down for easy transport.  I just put it in my trunk as pictured above to take to the park."", 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}]",Push handle easily removed with a single pin under the seat . Does not collapse or fold down.,I really like this tricycle. I just with the handle was a little taller for my man and he's only 5'9&#34;.,KB_01685,grounded_pick,False,G_129,False,,,heuristic
REC_130,678886,B00004RGB7,Home_and_Kitchen,train,Is it difficult to clean?,descriptive,1,"[{'text': 'No', 'helpful': 1, 'unhelpful': 0, 'total': 1, 'jeffreys': 0.75}, {'text': 'No', 'helpful': 1, 'unhelpful': 0, 'total': 1, 'jeffreys': 0.75}, {'text': 'No', 'helpful': 1, 'unhelpful': 0, 'total': 1, 'jeffreys': 0.75}, {'text': 'No', 'helpful': 1, 'unhelpful': 0, 'total': 1, 'jeffreys': 0.75}, {'text': 'No', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}]",No,"Farberware is a wonderful brand, in my humble opinion. This product is a good example of the classic quality I always expect from them. It's difficult to find a traditional double boiler these days and I'd been frustrated ""making do"" with makeshift configurations of one pot stuck in another. Nothing was any good! So I'm thrilled with my purchase. It's heavy duty, has a beautiful finish, cleans up easily, and everything fits together perfectly.",KB_01693,judge,True,G_130,True,gemini-2.5-flash,1.0,judge
REC_131,660150,B001DEYVXO,Electronics,train,Anybody know if this works with windows 8?,descriptive,1,"[{'text': 'yes it does. It works very well. I work on ships so I needed a TV but I didnt want to haul one aboard plus I use it for camping. No Complaints', 'helpful': 6, 'unhelpful': 0, 'total': 6, 'jeffreys': 0.9285714285714286}, {'text': 'Yes, I have been using the Hauppauge TV Tuner with Windows 8 for about a month with no issues.', 'helpful': 5, 'unhelpful': 0, 'total': 5, 'jeffreys': 0.9166666666666666}, {'text': 'I did not try it with Windows 8 but have it on some of my computers with Windows 8.1 and I think it works better on them than it does on my Windows 7 computers.', 'helpful': 5, 'unhelpful': 0, 'total': 5, 'jeffreys': 0.9166666666666666}, {'text': 'Yes it works great with win8.', 'helpful': 3, 'unhelpful': 0, 'total': 3, 'jeffreys': 0.875}, {'text': 'Yes it does work with windows eight...You see windows eight supports plug and play, this being a hardware device means that all you do is plug and play..after you install the software of course .', 'helpful': 3, 'unhelpful': 0, 'total': 3, 'jeffreys': 0.875}, {'text': 'Yes just download the driver update from Hauppauge website. Download the Driver update and the win7 software update.  Windows Media Center for Windows 8 Pro is free until 31 jan .  After that it will cost you around 9.99.  I prefer running tuner with Windows Media Center.', 'helpful': 2, 'unhelpful': 0, 'total': 2, 'jeffreys': 0.8333333333333334}, {'text': 'Worked on mine', 'helpful': 2, 'unhelpful': 1, 'total': 3, 'jeffreys': 0.625}, {'text': ""It works perfect with Windows 8.1 Pro with Windows Media Center; it works extremely slow if you use Xbox Media Center if you're really into pushing the envelope of taking cord cutting to it's highest levels.  I just wished it had a dual tuner.  I'm installing cable internet at home next week so I'm real curious as to whether there are any free QAM channels on it, will update accordingly."", 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'Just tried installing on my Dell Inspiron 15 7537 Windows 8.1 (No Media Center)  I get great pictures, but no sound.   Works great on my XPS Studio with Windows 7 Pro.   I did try and download the update from Hauppauge, same result.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'I can not get it to work with my windows 8.', 'helpful': 0, 'unhelpful': 1, 'total': 1, 'jeffreys': 0.25}]","Yes, I have been using the Hauppauge TV Tuner with Windows 8 for about a month with no issues.","The Hauppauge works perfectly with my Lenovo laptop running Windows 8. I called the Hauppauge company for advice about which tuner to purchase and received friendly and competent customer service. The tuner works perfectly. Based on reviews, I also decided to purchase Windows Media Center ($100 extra to convert Windows 8 to Windows 8 Pro) and don't regret it. The tuner has worked seamlessly and easily with Windows Media Center.",KB_01707,judge,True,G_131,True,gemini-2.5-flash,1.0,judge
REC_132,469569,B00276BKBS,Health_and_Personal_Care,train,How many servings per container?,descriptive,1,"[{'text': 'Product label says 28. Using the measuring scoop  provided  you will get 28 single servings per container.P Galie', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'The weight of the container is 2.2 lb.  A serving size is 36 gm and the label says there are 28 servings.  I think it tastes gross and could never have 36 gm of it all at once, so maybe you can stretch it a bit farther....', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': ""I don't remember"", 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}]",Product label says 28. Using the measuring scoop  provided  you will get 28 single servings per container.P Galie,"You get 28 servings per jar, so if you take one a day it will last you all month.I prefer to take it with about 8 ounces of cold water stirred in a glass with a spoon (easier to use a blender). I may try it with other types of drinks, but just the water seems to work quite well.All in all, This stuff is great for Vegans or anyone who wants a fine meal replacer.",KB_01711,judge,True,G_132,True,gemini-2.5-flash,1.0,judge
REC_133,110780,B0063N7OZ2,Electronics,train,Can a cop pull you over in the state of CT for having the detector hanging from your rear view? You can get pulled for hanging an air freshener.,descriptive,1,"[{'text': 'If you place it on a position that it blocks you then they will pull you over !', 'helpful': 1, 'unhelpful': 0, 'total': 1, 'jeffreys': 0.75}, {'text': 'Im no lawyer or anything so dont hold me liable, but from I can tell radar detectors are legal in ct. Im guessing as long as it does obstruct your vision it should not be an issue. Maybe that cop was having a bad day or was being a dbag who knows', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}]",[UNANSWERABLE],,,judge,True,G_133,True,gemini-2.5-flash,1.0,judge
REC_134,267402,B003C6RR1E,Health_and_Personal_Care,train,what is the ingredient formula?,descriptive,1,"[{'text': 'Macushield ingredients are per each softgel capsule:  Meso-Zeaxanthin 10 mg, Lutein 10mg,Zeaxanthin 2 mg.Also Sunflower seed oil, Capsule shell (Gelatin Glycerol, colour Iron Oxide),  Marigold Extract, Beeswax.', 'helpful': 1, 'unhelpful': 0, 'total': 1, 'jeffreys': 0.75}, {'text': 'MacuShield consists of the following:  Meso-Zeaxanthin 10mg, Lutein 10mg,  Zeaxanthin 2 mg.  Studies show MESO-zeaxanthin as being way more important than just zeaxanthin, but it is hard to find the meso version.  This has it and you only take one a day.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': ""I don't know as I haven't used tghis product. I've been using Life Extension Brand's plain super zeaxanthin w/lutein and C3G."", 'helpful': 1, 'unhelpful': 1, 'total': 2, 'jeffreys': 0.5}, {'text': 'Marigolds', 'helpful': 0, 'unhelpful': 1, 'total': 1, 'jeffreys': 0.25}]",[UNANSWERABLE],,,judge,True,G_134,True,gemini-2.5-flash,1.0,judge
REC_135,691346,B00A9PKN3A,Sports_and_Outdoors,train,Does the bike have to be assembled?,descriptive,1,"[{'text': 'Yes', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'Yes', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'Yes', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'Yes', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'No', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}]",Yes,"It's delivered in disassemble condition and without any tools. If you are not familiar with bike, so please buy one from bike stores, But the assembled one in bike store is nearly $300 as far as I know. So pay attention.",KB_01736,judge,True,G_135,True,gemini-2.5-flash,1.0,judge
REC_136,211281,B0090EC7BM,Electronics,train,if it comes with the wiring connector?,descriptive,1,"[{'text': 'yes it is', 'helpful': 1, 'unhelpful': 0, 'total': 1, 'jeffreys': 0.75}, {'text': 'Yes,it is. But I would recommend to ask your mechanic or a Best Buy guy what do you really need for your car. I had to rewire all speakers. Happy anyway.', 'helpful': 1, 'unhelpful': 0, 'total': 1, 'jeffreys': 0.75}]",[UNANSWERABLE],,,judge,True,G_136,True,gemini-2.5-flash,1.0,judge
REC_137,665993,B004CLYAJK,Home_and_Kitchen,train,How large of an area does this cover?,descriptive,1,"[{'text': ""I have used it in a very dusty and ash filled area under extreme conditions.  the room I use it in is 20' x 8' x 8'.  I actually go through a set of filters every 2 months.  definitely worth it though."", 'helpful': 1, 'unhelpful': 0, 'total': 1, 'jeffreys': 0.75}, {'text': 'We use it in living room mostly for dog dander. Works great the room is 25 x 20.', 'helpful': 1, 'unhelpful': 0, 'total': 1, 'jeffreys': 0.75}, {'text': ""12' x 12' bedroom"", 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'This is a small unit but works well. It works best in bedrooms or areas with one entry point for Max purification. This is great for our small bedrooms that are 350 sq feet or less.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': ""I wish I could help you.  I was happy at first bit since it hasn't worked properly.. It keeps going red like there is something bad in air but it won't stop. I have gone to several shops to help but no one knows how to fix it. I have since been looking for a new one."", 'helpful': 1, 'unhelpful': 1, 'total': 2, 'jeffreys': 0.5}]",[UNANSWERABLE],,,judge,True,G_137,True,gemini-2.5-flash,1.0,judge
REC_138,229130,B00GN5DHH4,Electronics,train,Does the ear piece come with a microphone to talk into?,descriptive,1,"[{'text': 'The microphone is not the best quality, several of ours stopped working after just a few days. But the earpieces and the radios were still well worth the purchase.', 'helpful': 2, 'unhelpful': 0, 'total': 2, 'jeffreys': 0.8333333333333334}, {'text': 'Yes, it does.  It can also be set to VOX, which is nice.', 'helpful': 1, 'unhelpful': 0, 'total': 1, 'jeffreys': 0.75}, {'text': 'Yes, it does come with a microphone.', 'helpful': 1, 'unhelpful': 0, 'total': 1, 'jeffreys': 0.75}, {'text': 'Yes they do.', 'helpful': 1, 'unhelpful': 0, 'total': 1, 'jeffreys': 0.75}, {'text': 'Dear Si,please let me inform you the earpiece come with a microphone to tale.Please buy with confidence.If any other we can help you,please email us freely,we will so our best to satisfy you.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}]","The microphone is not the best quality, several of ours stopped working after just a few days. But the earpieces and the radios were still well worth the purchase.","I purchased these a few weeks back for our church worship/media and ministry teams. I purchased 10 total and ordered the clear earpieces produced by the same company. The earpieces that come with them aren't worth it. That's why this is a 4 star review. But other than that, no problems, yet. I've been a bit skeptical about these but we'll just see. They work well. Started using them right out of the box. I think these are perfect for single building institutions/businesses.",KB_01770,grounded_pick,False,G_138,False,,,heuristic
REC_139,439783,B00067MVUE,Pet_Supplies,train,What parts of it are made of metal?,descriptive,1,"[{'text': 'Just the springs are metal. If you leave the Scoop outside they do rust eventually but last for years. Mine was in the weather for many years before they rusted and broke but would have lasted longer if I kept it indoors. I immediately bought another Scoop as it is such a good product.', 'helpful': 1, 'unhelpful': 0, 'total': 1, 'jeffreys': 0.75}, {'text': 'Not much just springs.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'Hi,Most of the parts are made of hard plastic, except the 2 springs (as you squeeze the handle together, it stretches the springs which opens the bottom of the pooper scooper).', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}]",Just the springs are metal. If you leave the Scoop outside they do rust eventually but last for years. Mine was in the weather for many years before they rusted and broke but would have lasted longer if I kept it indoors. I immediately bought another Scoop as it is such a good product.,"I bought this for my two big dogs, an English Mastiff mix and a purebred Great Dane. As they are giant breeds, they eat a ton, and tend to ""return"" just as much to my backyard. I don't really like the old metal rake types since they need two hands, so I picked this up.",KB_01784,grounded_pick,False,G_139,False,,,heuristic
