record_id,qid,asin,category,source_file,question,question_type,answerability,candidate_answers,golden_answer,evidence_text,evidence_doc_id,selection_method,needs_judge,golden_id,llm_judge_used,llm_judge_model,judge_confidence,verification_status,validation_status
REC_116,563953,B0009UBS2K,Toys_and_Games,train,does this toy include mistress death and thanos and the face mask of mistress death? thanks,yesno,1,"[{'text': 'Yes. It does include her and the mask. Plus a hand with the glove and without. One of the best sets you can buy.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'yes it should if it is brand new.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'It does include all.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'Yes', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'Yes it does', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'Yes it does. Enjoy', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}]",Yes. It does include her and the mask. Plus a hand with the glove and without. One of the best sets you can buy.,i've enjoyed collecting this series and Thanos is my newest addition. he's large and nicely detailed and his dimensions are on the money. he comes with mistress death(who he loves and worships) and she comes with a removable mask that makes her look like a young girl. Thanos also comes with an add-on infinity gauntlet(those who know thanos need no explanation. ONE(1) gripe though....his color.,KB_01085,judge,True,G_116,True,gemini-2.5-flash,1.0,judge,ok
REC_117,574525,B005MKCEDE,Clothing_Shoes_and_Jewelry,train,is this the size to order for women size 11,yesno,1,"[{'text': 'they make women shoe streachers, men are a little bigger', 'helpful': 1, 'unhelpful': 0, 'total': 1, 'jeffreys': 0.75}, {'text': ""No, search for women's, specifically."", 'helpful': 1, 'unhelpful': 0, 'total': 1, 'jeffreys': 0.75}, {'text': 'do not buy product sucks cheap crap', 'helpful': 0, 'unhelpful': 1, 'total': 1, 'jeffreys': 0.25}]","No, search for women's, specifically.",I bought these shoe stretchers as a gift for a female relative. An extensive search however revealed that there were not a lot of quality shoe stretchers available for the female foot. Most stretchers and shoe trees available are just too wide for women's shoes.Add to the fact that I needed one for a size 11.,KB_01097,judge,True,G_117,True,gemini-2.5-flash,1.0,judge,ok
REC_118,586300,B001N7AFSG,Electronics,train,does the free keyboard cover come in the same color as the case?,yesno,1,"[{'text': 'As a 2 fingered typist I discarded the cover since made it a bit hard to see the keys in low light. If memory serves it was of a pliable rubbery material, translucent and of the same color as the cover. Seemed to fit the keyboard layout perfectly.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'No, the keyboard cover is clear.', 'helpful': 0, 'unhelpful': 1, 'total': 1, 'jeffreys': 0.25}]","As a 2 fingered typist I discarded the cover since made it a bit hard to see the keys in low light. If memory serves it was of a pliable rubbery material, translucent and of the same color as the cover. Seemed to fit the keyboard layout perfectly.","So excited about my new red case for my recently purchased laptop! I was leaving on a trip and wanted to take the laptop with me but was concerned about protecting my new baby. Not a great selection of covers in the store and knowing Amazon never fails me, got online. Red is my favorite color, so when I saw this iPearl mCover that included a free keyboard cover, I couldn't resist. Reviews showed the keyboard cover was clear, so I was pleasantly surprised when it came with a red one.",KB_01107,judge,True,G_118,True,gemini-2.5-flash,1.0,judge,ok
REC_119,636118,B00DSAAYM8,Tools_and_Home_Improvement,train,"The add mention that the shelves are made of steel but the picture shows what appears to be particle board shelves, are the particle boards included?",yesno,1,"[{'text': 'They are partcle board.  I had two or three mangled corners from shipping, but no real damage.  They were thinner than I expected - probably 3/8"", which is why I wanted to return them, but they were going to have me pay almost the cost of the shelves for the freight, because I had no ""valid"" reason for returning them, other than the fact that I thought they had been misrepresented as stronger than they were.  I had also found a better quality shelf set, actually from Edsal this time, for about the same price, at Sam\'s club.  BUT, I would have had to get them home.', 'helpful': 1, 'unhelpful': 0, 'total': 1, 'jeffreys': 0.75}, {'text': ""The steel is the frame of the shelves.  The particle board is included.  The shelves don't feel stable until you get it all together. Then it feels like a rock."", 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'Yes, the particle boards are included.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'Yes, the shelves are included.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'Yes, thin but I think thick enough to handle most situations.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'The shelves are particle board. They seem pretty stable. They are included.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'The ""legs"" and supports are steel.  But the shelves themselves are thin particle board.  I bought 4 of these shelves and they were a pain in the neck since they don\'t have a support bracket to hold the two levels together.  Compare the price of these (without a bracket) with the same thing (with a bracket) at your local Home Depot.  I thought these were a smokin\' deal to find something online.  But have since found the same thing, but with a little clamp to hold the two levels together, for pretty much the same price at Home Depot.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}]",The steel is the frame of the shelves. The particle board is included. The shelves don't feel stable until you get it all together. Then it feels like a rock.,Don't even bother with this garbage. The frame is made of paper thin steel. The only thing worse are the shelves themselves. Two thumbs down.,KB_01116,judge,True,G_119,True,gemini-2.5-flash,1.0,judge,ok
REC_120,699879,B00GYJZER0,Home_and_Kitchen,train,"When filled with cold beverages, does the exterior sweat?",yesno,1,"[{'text': 'no not a bit also if I have a glass of ice water in the late evening (9 PM)  and the ice is still there in morning (6 AM).  These glasses have really good stainless steel construction.', 'helpful': 1, 'unhelpful': 0, 'total': 1, 'jeffreys': 0.75}, {'text': ""No it doesn't. Great cup. Use it everyday."", 'helpful': 1, 'unhelpful': 0, 'total': 1, 'jeffreys': 0.75}, {'text': 'No', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': ""No not in 70degree weather. I like the cup, but it's made in China (the silicone top took several washings to get rid of the chemical smell and who knows if it was harmful)"", 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'It does not, the double walled design shields the power layer from the beverage temp.   My only gripe is the Silicon lid, awful taste and had to throw it away', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'No the exterior is always dry and room temp. I drink iced coffee often and it keeps it cold and my hands dry. Love this mug especially for the price.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}]",No the exterior is always dry and room temp. I drink iced coffee often and it keeps it cold and my hands dry. Love this mug especially for the price.,I ordered this item along with a  StainlessLUX 73261 which was a poor choice.This item I highly recommend since it keeps my cold beverages ice cold and the outside stays room temperature and never sweats. Even in hot environments the contents remain cold and the silicon sip lid works very well. I'll probably end up buying more of this item since it works and looks as good as it does.It's the vacuum along with the well manufactured stainless walls and comfortable lip that makes this tumbler well worth the cost.,KB_01127,judge,True,G_120,True,gemini-2.5-flash,1.0,judge,ok
REC_121,12074,B009X0UJRM,Sports_and_Outdoors,val,Will it fit the samick Polaris,descriptive,1,"[{'text': ""Judging from the Google images of samick Polaris takedown bow, it looks like you can attach this arrow rest.  I can't tell if the hole in the riser is threaded.  So you may need to go to the hardware store to find a bolt, nut, and washers."", 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'Not sure about the Samick. Even though this is a good rest, the brushes ware off so fast. In one day of shooting about 50 arrows I noticed the bristles were worn. Once the bristles on one wares off more than the other your shots may be off.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}]","Not sure about the Samick. Even though this is a good rest, the brushes ware off so fast. In one day of shooting about 50 arrows I noticed the bristles were worn. Once the bristles on one wares off more than the other your shots may be off.",very nice for just hunting rest not target rest the brushes dont last long other than tht very nice  !,KB_01137,judge,True,G_121,True,gemini-2.5-flash,1.0,judge,ok
REC_122,23948,B0035A3JUK,Toys_and_Games,val,Are these dishwasher safe?,descriptive,0,"[{'text': ""I din't know but would guess these are not dishwasher safe . The light-weight plastic might not hold up well to the heat and detergent. They do clean easily with soap and water."", 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'It does not say that these are dishwasher safe anywhere. I never put them in dishwasher and easy to handwash anyway. I will say no based on that.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}]",[UNANSWERABLE],,,judge,True,G_122,True,gemini-2.5-flash,1.0,judge,ok
REC_123,59687,B00C1Y1CY6,Toys_and_Games,val,"How thick are the wires? im going to be using these on a Hubsan Spy Hawk, should i get a different type?",descriptive,0,"[{'text': 'I do not know the ga of the wires but I will say for the money spent I was very pleased with the product and it seemed heavy duty to me, good luck', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'The wires are twisted and are fairly thick.  I found it difficult to run along a seem.  You may be able to in twist the wires, but that would be allot of work.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}]",[UNANSWERABLE],,,judge,True,G_123,True,gemini-2.5-flash,1.0,judge,ok
REC_124,65345,B0057RI3KK,Health_and_Personal_Care,val,What strain of bifidobacterium infantis does this product use?,descriptive,0,"[{'text': 'The supplement facts on my package says: Bifidobacterium infantis SD-5845  10 mg', 'helpful': 1, 'unhelpful': 0, 'total': 1, 'jeffreys': 0.75}, {'text': ""I am typing this directly from the box.  I hope it helps you. I have been using this for 3 years, don't know if its helping or not.  Can't hurt.This product contains 4 strains of natural beneficial bacteria:  Bifidobacterium infantis, Bifidobacterium lactis, bifidobacterium longum, Bifidobacterium bifidum."", 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'B.infantis 35624', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}]",[UNANSWERABLE],,,judge,True,G_124,True,gemini-2.5-flash,1.0,judge,ok
REC_125,65701,B003YGVDDU,Electronics,val,Will it work with Kindle Fire?,descriptive,1,"[{'text': ""This is a USB keyboard. If the Kindle Fire has a USB port, then I see no reason it wouldn't work. AFAIK, the Kindle Fire has no USB port, so my guess is that it will not work."", 'helpful': 1, 'unhelpful': 0, 'total': 1, 'jeffreys': 0.75}, {'text': 'I can´t help you, it work very well with my laptop.  And I bought it a long time ago, and it is like new.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'If Kindle fire has a usb port then most likely it will.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'No. This is a wired keyboard.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'I dont think you could connect to a Kindle.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}]",If Kindle fire has a usb port then most likely it will.,I bought this keyboard because Bluetooth keyboards work poorly with my Samsung Galaxy Note 10.1 2014 edition tablet. The LuxeMate i200 USB keyboard works perfectly with my tablet and was less than 1/4 the price of a Bluetooth keyboard.,KB_01207,judge,True,G_125,True,gemini-2.5-flash,1.0,judge,ok
REC_126,67539,B00CNBGUJE,Toys_and_Games,val,Does it adapt to going into the water?,descriptive,1,"[{'text': ""I don't think so, but it is a Christmas gift for my granddaughter and hasn't been opened yet"", 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'no it cant float, like it is writen on the box. You have some other boats that float i think it is from lego city collection.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'No.  It is just for ""land"" play.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': ""I've actually never tried that, but I would guess that it's probably not cut out for water."", 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}]","No. It is just for ""land"" play.",my kid likes it. she makes for 2.5hours and she wants Dolphin Cruiser into water but she failed.she likes none the less.,KB_01224,judge,True,G_126,True,gemini-2.5-flash,1.0,judge,ok
REC_127,72122,B0019KATWY,Home_and_Kitchen,val,"Has anyone else had the blade/metal stain (black) from sitting on water(min-hour)? Only had a few days, seems rust coming on... suggestions? Normal?",descriptive,1,"[{'text': ""This knife is carbon steel, despite being marketed as stain-free by Dexter, it is not and will both stain and rust readily if left dirty or soaking. Never leave it soaking in water, plain or with detergent. Clean promptly after using and thoroughly dry it. If your knife has rust or stains (and it sounds like your's does) try cleaning it with Bar Tenders friend and a green scrubby. If that doesn't work, try something more agressive like fine stell wool (the real stuff), or more agressive woven abrasive like 3M pads. After you have your knife clean treat it lightly with oil; NEVER use WD-40, 3-in-1, or anything similar on things that come in contact with food. Use only food safe oil, like Camelia Oil (sometimes spelled Camellia, also called tsubaki oil). You can find it at many knife sellers or woodworking supply stores (used on fine metal wood planes). Food safe mineral oil, orange oil, lemon oil, and such can also be used, but avoid any oil that goes rancid like olive, corn, or safflower oils."", 'helpful': 2, 'unhelpful': 0, 'total': 2, 'jeffreys': 0.8333333333333334}, {'text': 'Never leave any knife in water. Wash and dry them immediately after use.', 'helpful': 1, 'unhelpful': 0, 'total': 1, 'jeffreys': 0.75}, {'text': ""I've had this cleaver for almost 2 years. Never had any issues. Been very happy with it. Try polishing it with a pumice liquid. Maybe first try polishing with toothpaste and sponge. Or a very fine grit wet sandpaper? 1000 grit? Then wiping down with a vegetable oil. I use it, wash it and put it away. Never have seen any rust. Good luck"", 'helpful': 1, 'unhelpful': 0, 'total': 1, 'jeffreys': 0.75}, {'text': ""It's carbon steel, not stainless, and should never be left in standing water. Rub it out with some wd40 or 3 in 1 oil."", 'helpful': 1, 'unhelpful': 2, 'total': 3, 'jeffreys': 0.375}]",Never leave any knife in water. Wash and dry them immediately after use.,"This cleaver is heavy, about 2.75 pounds.  It's about 3/8 inch thick on the spine, tapering to 3/16 near the edge. Once you get it moving, it will chop through ribs and joints very well.  You need a sturdy butcher block for this one.  I don't use it much, but every time I do I get free aerobic exercise.The big 4 x 8 blade made of high carbon steel and holds an edge very well.  I don't think it's stainless because mine has surface rust patina, which I don't mind, but I would not call it stainless.  High carbon steel holds an edge better anyway.  I'd recommend you never put it in a dishwasher or you will rust the blade and split the handle.  The rosewood handle and brass rivets are beautiful and very strong, which they need to be for this bad boy.Dexter Russell sells a lot of cutlery to butchers, restaurants and food service places, so their products are sturdy but not stylish, designed for professionals yet priced well.",KB_01265,judge,True,G_127,True,gemini-2.5-flash,1.0,judge,ok
REC_128,74989,B00IVJ1M7M,Video_Games,val,Will this work with Pokemon Omega Ruby and Alpha Sapphire?,descriptive,0,"[{'text': 'Yes it works with the new games', 'helpful': 2, 'unhelpful': 0, 'total': 2, 'jeffreys': 0.8333333333333334}, {'text': 'Yes, is working already.', 'helpful': 1, 'unhelpful': 0, 'total': 1, 'jeffreys': 0.75}, {'text': 'Yes', 'helpful': 1, 'unhelpful': 0, 'total': 1, 'jeffreys': 0.75}, {'text': 'I think so', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}]",[UNANSWERABLE],,,judge,True,G_128,True,gemini-2.5-flash,1.0,judge,ok
REC_129,77067,B0015IQLVS,Health_and_Personal_Care,val,"What do you mean by ""not meant to be support""?",descriptive,0,"[{'text': 'Sorry, I do not remember the partial phrase and what it means.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'Not to be used like a crutch to bear the full weight of a person.  The cane offers some support to take some load off one side of the body when walking.  You use a cane to take some of your weight but you never bear down fully on it.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': ""I don't remember."", 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}]",[UNANSWERABLE],,,judge,True,G_129,True,gemini-2.5-flash,1.0,judge,ok
REC_130,87828,B001D1EMOA,Patio_Lawn_and_Garden,val,What are the inside dimensions?,descriptive,0,"[{'text': 'It measures 21"" wide by 16"" deep by 15.5"" high.  It fits all my husbands BBQ tools etc. perfectly.  It\'s also a great little seat or table.  Very happy with ours!', 'helpful': 2, 'unhelpful': 0, 'total': 2, 'jeffreys': 0.8333333333333334}, {'text': 'The sides are about a 1/2 inch at the corners, but the sides are 1/4 inch so the inside dimensions are slightly smaller than the full dimensions.', 'helpful': 1, 'unhelpful': 0, 'total': 1, 'jeffreys': 0.75}]",[UNANSWERABLE],,,judge,True,G_130,True,gemini-2.5-flash,1.0,judge,ok
REC_131,90272,B00DTHC1TE,Home_and_Kitchen,val,Is it washable?,descriptive,0,"[{'text': 'Yes.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'I used a sponge to wipe it off on a regular basis. My son took his lunch every day of this school year and, even with the frequent wipe downs, it has held up really well.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'Yes', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': ""It's like a vynal -- it can be wiped off, if needed"", 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}]",[UNANSWERABLE],,,judge,True,G_131,True,gemini-2.5-flash,1.0,judge,ok
REC_132,3590,B002J8LMVC,Automotive,val,What do you think of the Schumacher PSJ-1812 DSR ProSeries? Amazon lumps ALL 4 units under one set of user reviews.,descriptive,1,"[{'text': 'It was a gift to my son. He is an auto mechanic uses it every day. He says it is a life saver. I am sure you would love it as well.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'not sure about the psj-1812. i have the psj-2212 and i highly recommend it.  we use it at the dealership & will jump multiple cars with out recharging. when cables are hooked up the display reads battery voltage then you turn the switch to use jump pack power. the display shows alternator charging voltage after vehicle starts.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': ""It got me started right up this winter when my battery was drained to only 9.7 amps because I have a power drain from my auto start and alarm system.So I'd say it's a pretty good model!Best of LuckJJ"", 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}]",It got me started right up this winter when my battery was drained to only 9.7 amps because I have a power drain from my auto start and alarm system.So I'd say it's a pretty good model!Best of LuckJJ,"This is a good jump box, I have used it several times. I just leave it in my trunk and use as needed. It has a series of lights that tell you the strength of the battery after hitting the red button. It take about 8 hours to charge, but when the first charge should be about 24 hours. I have jump a car with a semi dead battery about 4 times on one charge. The jump box is heavy and doesn't have all the bells and whistles of other jump boxes that I did not need.",KB_01344,judge,True,G_132,True,gemini-2.5-flash,0.8,judge,ok
REC_133,4418,B008HYVG6I,Tools_and_Home_Improvement,val,Does his set come with a tri-wing bit for removing the battery screws on a MacBook Pro?.,descriptive,1,"[{'text': 'Yes it dose it comes with about five or six', 'helpful': 1, 'unhelpful': 0, 'total': 1, 'jeffreys': 0.75}, {'text': 'yeah sure, great for those types of tasks', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'Not sure what size the MacBook Pro takes but the kit does contain tri-wing bit', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}]",Not sure what size the MacBook Pro takes but the kit does contain tri-wing bit,"So I have worked with this set pretty extensively, although there are some bits (the tri-wing,clutch) that I have never used and don't anticipate having to use, although one never knows. The hex, philips, torx, pozi and even the spanner have been pressed into service, some heavily. I will say at the outset that the driver handle is ok, but feels a little cheap,it hasnt let me down, but also doesnt inspire confidence that it won't. That is the only negative, and it is minor as I imagine anyone buying this set has another hex socketed multi-bit driver handle that you could use.The bits themselves are great, very precisely machined (forged?)",KB_01363,judge,True,G_133,True,gemini-2.5-flash,1.0,judge,ok
REC_134,8014,B00HX27AM4,Health_and_Personal_Care,val,Will this work on black people? I am medium brown complexion,descriptive,1,"[{'text': 'No.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'Dark or tanned skin - the light will not detect the difference between skin and hair pigment, therefore it will not flash and treatment will not be effective....(this is what was written with the product)', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'The Flash & Go uses Pulsed Light Technology and therefore is not suitable for use on dark skin tones. It is equally unsuitable for use on light hair colours for the same reason. Pulsed Light works through absorption and reflection of light, the light will be absorbed by the darkly pigmented hair, heat up and ultimately destroy the root. The skin should be pale and therefore reflects the light of the treatment protecting it from absorbing the light emitted. It is for this reason dark skin is not suitable as it will result in the skin absorbing the light instead and is also why the light hair colours will reflect the light thus not heating the root sufficiently to damage it.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'I am mulatto (I am mixed father is black, mother is white), and this works on me. I would send a picture of my complexion if I could.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}]","The Flash & Go uses Pulsed Light Technology and therefore is not suitable for use on dark skin tones. It is equally unsuitable for use on light hair colours for the same reason. Pulsed Light works through absorption and reflection of light, the light will be absorbed by the darkly pigmented hair, heat up and ultimately destroy the root. The skin should be pale and therefore reflects the light of the treatment protecting it from absorbing the light emitted. It is for this reason dark skin is not suitable as it will result in the skin absorbing the light instead and is also why the light hair colours will reflect the light thus not heating the root sufficiently to damage it.","Flash&Go; removes unwanted hair by selectively addressing hair pigment. Varied quantities of pigment also exist in the surrounding tissue of skin. The quantity of pigment in a particular person's skin, which is manifested by their skin complexion, determines the degree of risk they are exposed to using Flash&Go. ; Treating dark skin can result in adverse effects such as burns, blisters, and skin color changes (hyper- or hypo-pigmentation). ""2) It works best on dark hair. I have dark brown/black hair.",KB_01375,judge,True,G_134,True,gemini-2.5-flash,1.0,judge,ok
REC_135,12803,B00EB8KOYO,Home_and_Kitchen,val,Does it have the one touch 30 second button when you press the start button once?,descriptive,1,"[{'text': 'yes it does', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': ""No it doesn't."", 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}]",No it doesn't.,Pros:Nice looksCompactHeats well and appropriate for its power rating.Cons:Does not have a button to just press and start ( like a preset 30-sec button) which is usually present in all microwave ovens and very convenient. But I knew this before buying as one other review also mentioned it.. So no complaints :),KB_01396,judge,True,G_135,True,gemini-2.5-flash,1.0,judge,ok
REC_136,22275,B005VTUT7Y,Home_and_Kitchen,val,This filter DOES fit perfectly in Panasonic canister MC-CG902.,descriptive,1,"[{'text': ""I have a Sears canister vacuum and it fits mine.  I can't give an answer for a Panasonic."", 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': ""I have used the foam filters in other vacuums. I don't know if it is exactly the same size, but they can be cut to size. I hope that helps"", 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}]","I have used the foam filters in other vacuums. I don't know if it is exactly the same size, but they can be cut to size. I hope that helps","I new that these filters were not exact match for our old Panasonic vac, but for the price I am cutting the filter to fit and works great.",KB_01415,judge,True,G_136,True,gemini-2.5-flash,1.0,judge,ok
REC_137,34352,B00D07HKKS,Patio_Lawn_and_Garden,val,Is the table collapsible?,descriptive,0,"[{'text': 'Yes, it folds down for storage.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'Yes, it folds down for storage.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}]",[UNANSWERABLE],,,judge,True,G_137,True,gemini-2.5-flash,1.0,judge,ok
REC_138,36460,B000FN7UWS,Sports_and_Outdoors,val,what are the measurements of the 12-oz klean kanteen water bottle?,descriptive,1,"[{'text': '5 inches (height) x 2 3/4 inches (outside diameter)', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'Roughly the size of a 12oz soda can with an inch or two extra on top for the lid', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'They are 11 inches tall (with the cap on) and 3 inches wide.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'The 12oz. bottle is 5 inches tall and 2.75 inches wide at the bottom and 1.75 inches wide at the neck.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'My 27 oz measurements are 10.5 inches from the bottom to top of spout, and 2.5 inches wide at the base...so approximately half of the first measurement 5.5 inches? So that would be 5.5X2.5.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}]","My 27 oz measurements are 10.5 inches from the bottom to top of spout, and 2.5 inches wide at the base...so approximately half of the first measurement 5.5 inches? So that would be 5.5X2.5.","They are more economical than bottled water, healthier and of course, environmentally friendlier.For my kids lunch boxes, I chose the 12 oz w/ flat cap: the cap being easier to clean than the sports cap and lower profile in general.This bottle w/ cap stands at 5.5"" tall, the base is approximately 2 & 5/8"" wide and the mouth opening is approximately 1 & 5/8"" wide.Given that these are 18/8 stainless steel, they are very durable and of course, dishwasher safe.",KB_01472,judge,True,G_138,True,gemini-2.5-flash,0.8,judge,ok
REC_139,36948,B000F4H5UE,Health_and_Personal_Care,val,Does this contain any man made/refined ingredients or is it all natural?,descriptive,0,"[{'text': 'hi, the problem with a lot of the green powered drinks is contamination with arsenic, bacteria, etc while this product was not on the contaminated list provided by consumer reports, it also, was not on the list of appproved greens. i therefore went with this product,*swanson greenfoods green max powder, which is on the list of approved products. hope this helps.', 'helpful': 5, 'unhelpful': 0, 'total': 5, 'jeffreys': 0.9166666666666666}, {'text': 'Natural', 'helpful': 0, 'unhelpful': 1, 'total': 1, 'jeffreys': 0.25}]",[UNANSWERABLE],,,judge,True,G_139,True,gemini-2.5-flash,1.0,judge,ok
REC_140,41818,B00266A4FM,Office_Products,val,"I have a 1966 Sears Citation 2 manual and a Bradford manual, both with 2"" spools. Do you know if this ribbon will work for either or both machines?",descriptive,0,"[{'text': 'I suggest you look out on Google, search for the specific typewriter that you have (or have someone do this for you).  You will be surprised that you might find THE ONE ribbon for your typewriter.  This one that I got, it will probablly not work on your particular typewriter.  Also check local stores (yes they might help you).', 'helpful': 1, 'unhelpful': 0, 'total': 1, 'jeffreys': 0.75}, {'text': ""Sorry, I don't.  It fit my machine from 1972."", 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}]",[UNANSWERABLE],,,judge,True,G_140,True,gemini-2.5-flash,1.0,judge,ok
